FACILITY_ID,FACILITY_NAME,FIPS,COUNTY,NAICS_x,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr,tierID,FacilityID,UnitID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS_y,Zip,Num_Empl,State,mactID
1005838,NEENAH PAPER MICHIGAN INC,26003.0,ALGER COUNTY,322121,2013,Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,225.0,mmBtu/hr,48.98848575,gallons,6.760411033,0.0007717360000000001,252,Neenah Paper MI,Boiler 2,1,225.0,1.0,Light Liquid,350,322,49862,100-499,MI,1836
1005838,NEENAH PAPER MICHIGAN INC,26003.0,ALGER COUNTY,322121,2012,Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,225.0,mmBtu/hr,0.0,gallons,0.0,0.0,254,Neenah Paper MI,Boiler 2,1,225.0,1.0,Light Liquid,350,322,49862,100-499,MI,1836
1005838,NEENAH PAPER MICHIGAN INC,26003.0,ALGER COUNTY,322121,2016,Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,225.0,mmBtu/hr,0.0,gallons,0.0,0.0,256,Neenah Paper MI,Boiler 2,1,225.0,1.0,Light Liquid,350,322,49862,100-499,MI,1836
1004295,PRATT & WHITNEY MIDDLETOWN,9007.0,MIDDLESEX,336412,2014,Boiler #6,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,48.58,mmBtu/hr,0.0,gallons,0.0,0.0,287,P&G Middletown,Rentech Boiler #5,1,48.58,1500.0,Light Liquid,350,336,6457,>1000,CT,517
1004295,PRATT & WHITNEY MIDDLETOWN,9007.0,MIDDLESEX,336412,2014,Boiler #5,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,48.58,mmBtu/hr,0.0,gallons,0.0,0.0,288,P&G Middletown,Rentech Boiler #5,1,48.58,1500.0,Light Liquid,350,336,6457,>1000,CT,517
1004295,PRATT & WHITNEY MIDDLETOWN,9007.0,MIDDLESEX,336412,2011,Boiler #5,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,48.58,mmBtu/hr,68.58388004,gallons,9.464575446,0.001080431,289,P&G Middletown,Rentech Boiler #5,1,48.58,1500.0,Light Liquid,350,336,6457,>1000,CT,517
1004295,PRATT & WHITNEY MIDDLETOWN,9007.0,MIDDLESEX,336412,2013,Boiler #5,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,48.58,mmBtu/hr,0.0,gallons,0.0,0.0,290,P&G Middletown,Rentech Boiler #5,1,48.58,1500.0,Light Liquid,350,336,6457,>1000,CT,517
1004295,PRATT & WHITNEY MIDDLETOWN,9007.0,MIDDLESEX,336412,2013,Boiler #6,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,48.58,mmBtu/hr,0.0,gallons,0.0,0.0,291,P&G Middletown,Rentech Boiler #5,1,48.58,1500.0,Light Liquid,350,336,6457,>1000,CT,517
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2017,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,342.9194002,gallons,47.32287723,0.005402155,829,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2017,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,342.9194002,gallons,47.32287723,0.005402155,829,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2017,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,342.9194002,gallons,47.32287723,0.005402155,830,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2017,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,342.9194002,gallons,47.32287723,0.005402155,830,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2013,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,831,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2013,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,831,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2013,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,832,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2013,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,832,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2016,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,833,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2016,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,833,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2016,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,834,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2016,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,0.0,gallons,0.0,0.0,834,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2018,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,146.9654572,gallons,20.2812331,0.002315209,835,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2018,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,146.9654572,gallons,20.2812331,0.002315209,835,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2018,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,146.9654572,gallons,20.2812331,0.002315209,836,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2018,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,146.9654572,gallons,20.2812331,0.002315209,836,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2014,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,832.8042577000001,gallons,114.92698759999999,0.013119519,837,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312230,2014,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,832.8042577000001,gallons,114.92698759999999,0.013119519,837,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2014,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,832.8042577000001,gallons,114.92698759999999,0.013119519,838,Philip Morris MC,B1,1,143.5,300.0,Gas 1,350,312,23234,>1000,VA,3221
1003707,Philip Morris USA,51760.0,RICHMOND CITY,312221,2014,GP-Central Plant Package Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.5,mmBtu/hr,,,832.8042577000001,gallons,114.92698759999999,0.013119519,838,Philip Morris MC,B2,1,143.5,700.0,Gas 1,350,312,23234,>1000,VA,3222
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2018,PB - No. 4,PCT (Pulverized coal  tangentially-fired),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,535.0,mmBtu/hr,0.0,gallons,0.0,0.0,856,Blue Ridge Paper,G11040,1,535.0,8350.0,Coal,400,322,28716,>1000,NC,2080
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2018,PB - Riley Bark,S (Stoker Boiler),Used Oil,Tier 1 (Equation C-1),,,380.0,mmBtu/hr,0.0,gallons,0.0,0.0,2923,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2017,PB - Riley Bark,S (Stoker Boiler),Used Oil,Tier 1 (Equation C-1),,,380.0,mmBtu/hr,0.0,gallons,0.0,0.0,2924,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products Inc.,37087.0,Haywood,322110,2011,PB - Riley Bark,S (Stoker Boiler),Used Oil,Tier 4,,,380.0,mmBtu/hr,,,0.0,0.0,18549,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products Inc.,37087.0,Haywood,322110,2010,PB - Riley Bark,S (Stoker Boiler),Used Oil,Tier 4,,,380.0,mmBtu/hr,,,0.0,0.0,18550,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2012,PB - Riley Bark,S (Stoker Boiler),Used Oil,Tier 4,,,380.0,mmBtu/hr,,,0.0,0.0,18551,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products Inc.,37087.0,Haywood,322110,2011,PB - Riley Bark,S (Stoker Boiler),Bituminous,Tier 4,,,380.0,mmBtu/hr,,,1180000.0,134.70319630000003,19435,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2013,PB - Riley Bark,S (Stoker Boiler),Bituminous,Tier 4,,,380.0,mmBtu/hr,,,2460909.091,280.92569530000003,19436,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2016,PB - Riley Bark,S (Stoker Boiler),Bituminous,Tier 4,,,380.0,mmBtu/hr,,,910909.0909,103.985056,19437,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2014,PB - Riley Bark,S (Stoker Boiler),Bituminous,Tier 4,,,380.0,mmBtu/hr,,,1159090.909,132.31631380000002,19438,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products Inc.,37087.0,Haywood,322110,2010,PB - Riley Bark,S (Stoker Boiler),Bituminous,Tier 4,,,380.0,mmBtu/hr,,,1233636.364,140.8260689,19439,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2012,PB - Riley Bark,S (Stoker Boiler),Bituminous,Tier 4,,,380.0,mmBtu/hr,,,1157272.727,132.1087588,19440,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2015,PB - Riley Bark,S (Stoker Boiler),Bituminous,Tier 4,,,380.0,mmBtu/hr,,,1111818.182,126.9198838,19441,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2013,PB - Riley Bark,S (Stoker Boiler),Wood and Wood Residuals (dry basis),Tier 4,,,380.0,mmBtu/hr,,,736111.1111,84.03094876,20574,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2016,PB - Riley Bark,S (Stoker Boiler),Wood and Wood Residuals (dry basis),Tier 4,,,380.0,mmBtu/hr,,,951388.8889,108.6060375,20575,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2014,PB - Riley Bark,S (Stoker Boiler),Wood and Wood Residuals (dry basis),Tier 4,,,380.0,mmBtu/hr,,,1644444.4440000001,187.7219685,20576,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1000230,Blue Ridge Paper Products LLC,37087.0,Haywood,322110,2015,PB - Riley Bark,S (Stoker Boiler),Wood and Wood Residuals (dry basis),Tier 4,,,380.0,mmBtu/hr,,,775000.0,88.47031963,20577,Blue Ridge Paper,G11042,1,380.0,7700.0,Wet Biomass,400,322,28716,>1000,NC,2081
1003943,GREIF RIVERVILLE LLC,51009.0,AMHERST COUNTY,322110,2011,GP-Power Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),244.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,883,Greif,BLR05,1,244.0,8640.0,Wet Biomass,400,322,24521,100-499,VA,3184
1003943,GREIF RIVERVILLE LLC,51009.0,AMHERST COUNTY,322110,2012,GP-Power Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),244.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,885,Greif,BLR05,1,244.0,8640.0,Wet Biomass,400,322,24521,100-499,VA,3184
1003943,GREIF RIVERVILLE LLC,51009.0,AMHERST COUNTY,322110,2012,GP-Power Boilers,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),244.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,2803,Greif,BLR05,1,244.0,8640.0,Wet Biomass,400,322,24521,100-499,VA,3184
1003976,DUPONT TEIJIN FILMS,51041.0,CHESTERFIELD COUNTY,326113,2012,GP-Boilers and Heaters,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),51.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,913,Du Pont Teijin,Boiler # 2,1,51.0,7222.0,Gas 1,350,326,23836,100-499,VA,3165
1003976,DUPONT TEIJIN FILMS,51041.0,CHESTERFIELD COUNTY,326113,2012,GP-Boilers and Heaters,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),51.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,913,Du Pont Teijin,Boiler #1,1,51.0,7222.0,Gas 1,350,326,23836,100-499,VA,3166
1003976,DUPONT TEIJIN FILMS,51041.0,CHESTERFIELD COUNTY,326113,2012,GP-Boilers and Heaters,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),51.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,913,Du Pont Teijin,Boiler #3,1,51.0,7222.0,Gas 1,350,326,23836,100-499,VA,3167
1003976,DUPONT TEIJIN FILMS,51041.0,CHESTERFIELD COUNTY,326113,2011,GP-Boilers and Heaters,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),51.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,915,Du Pont Teijin,Boiler # 2,1,51.0,7222.0,Gas 1,350,326,23836,100-499,VA,3165
1003976,DUPONT TEIJIN FILMS,51041.0,CHESTERFIELD COUNTY,326113,2011,GP-Boilers and Heaters,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),51.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,915,Du Pont Teijin,Boiler #1,1,51.0,7222.0,Gas 1,350,326,23836,100-499,VA,3166
1003976,DUPONT TEIJIN FILMS,51041.0,CHESTERFIELD COUNTY,326113,2011,GP-Boilers and Heaters,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),51.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,915,Du Pont Teijin,Boiler #3,1,51.0,7222.0,Gas 1,350,326,23836,100-499,VA,3167
1002154,ADM - MANKATO,27013.0,BLUE EARTH COUNTY,311225,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),76.0,mmBtu/hr,,,19.5953943,gallons,2.704164413,0.000308695,978,A DM Mankato,Boiler #3,1,76.0,8367.0,Gas 1,350,311,56001,50-99,MN,1891
1002154,ADM - MANKATO,27013.0,BLUE EARTH COUNTY,311225,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),76.0,mmBtu/hr,,,19.5953943,gallons,2.704164413,0.000308695,978,A DM Mankato,Boiler #4,1,76.0,8367.0,Gas 1,350,311,56001,50-99,MN,1892
1000637,Boeing-St. Louis,29189.0,SAINT LOUIS,336411,2013,GP-#2FO-STL,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),85.0,mmBtu/hr,,,558.4687375,gallons,77.06868578,0.008797795,1419,Mc Donnel Douglas St Louis,102-5,1,85.0,8400.0,Light Liquid,350,336,63134,>1000,MO,1963
1000637,Boeing-St. Louis,29189.0,SAINT LOUIS,336411,2014,GP-#2FO-STL,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),85.0,mmBtu/hr,,,156.7631544,gallons,21.63331531,0.0024695570000000003,1420,Mc Donnel Douglas St Louis,102-5,1,85.0,8400.0,Light Liquid,350,336,63134,>1000,MO,1963
1000637,Boeing-St. Louis,29189.0,SAINT LOUIS,336411,2015,GP-#2FO-STL,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),85.0,mmBtu/hr,,,382.1101888,gallons,52.73120606,0.006019544,1421,Mc Donnel Douglas St Louis,102-5,1,85.0,8400.0,Light Liquid,350,336,63134,>1000,MO,1963
1002997,COOPER TIRE COMPANY,5091.0,MILLER COUNTY,326211,2011,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),99.0,mmBtu/hr,,,587.8618290000001,gallons,81.1249324,0.009260837,1540,Cooper Tire,Nebraska #4,1,99.0,8500.0,Gas 1,350,326,71854,>1000,AR,82
1002997,COOPER TIRE COMPANY,5091.0,MILLER COUNTY,326211,2013,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),99.0,mmBtu/hr,,,391.90788599999996,gallons,54.08328826,0.006173891,1541,Cooper Tire,Nebraska #4,1,99.0,8500.0,Gas 1,350,326,71854,>1000,AR,82
1002997,COOPER TIRE COMPANY,5091.0,MILLER COUNTY,326211,2016,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),99.0,mmBtu/hr,,,440.89637170000003,gallons,60.843699300000004,0.0069456280000000006,1542,Cooper Tire,Nebraska #4,1,99.0,8500.0,Gas 1,350,326,71854,>1000,AR,82
1002997,COOPER TIRE COMPANY,5091.0,MILLER COUNTY,326211,2015,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),99.0,mmBtu/hr,,,460.49176600000004,gallons,63.54786371,0.007254322,1543,Cooper Tire,Nebraska #4,1,99.0,8500.0,Gas 1,350,326,71854,>1000,AR,82
1002997,COOPER TIRE COMPANY,5091.0,MILLER COUNTY,326211,2017,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),99.0,mmBtu/hr,,,0.0,gallons,0.0,0.0,2549,Cooper Tire,Nebraska #4,1,99.0,8500.0,Gas 1,350,326,71854,>1000,AR,82
1002246,MONSANTO CO,19139.0,MUSCATINE COUNTY,325199,2015,Boiler 8,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2a),,,150.0,mmBtu/hr,22953.7,tons,597599.5795,68.21913008,11171,Monsanto Muscatine,Boiler #8 (EP-195),1,150.0,8520.0,Dry Biomass,400,325,52761,100-499,IA,684
1002246,MONSANTO CO,19139.0,MUSCATINE COUNTY,325199,2014,Boiler 8,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2a),,,150.0,mmBtu/hr,28870.0,tons,761042.07,86.87694863,11172,Monsanto Muscatine,Boiler #8 (EP-195),1,150.0,8520.0,Dry Biomass,400,325,52761,100-499,IA,684
1002246,MONSANTO CO,19139.0,MUSCATINE COUNTY,325199,2017,Boiler 8,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2a),,,150.0,mmBtu/hr,10091.5,tons,271098.05600000004,30.94726667,11173,Monsanto Muscatine,Boiler #8 (EP-195),1,150.0,8520.0,Dry Biomass,400,325,52761,100-499,IA,684
1002246,MONSANTO CO,19139.0,MUSCATINE COUNTY,325199,2016,Boiler 8,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2a),,,150.0,mmBtu/hr,20299.1,tons,528426.1712,60.32262228,11174,Monsanto Muscatine,Boiler #8 (EP-195),1,150.0,8520.0,Dry Biomass,400,325,52761,100-499,IA,684
